postcode,distance_to_leiden,statusscore14,rangorde14
3220,43.2631923072624,NA,NA
3221,43.2631923072624,",0014755823287283",2408
3222,42.9462209275173,"-,048328254392859",2481
3223,42.2178015089745,"1,21337321646646",585
3224,43.7937620094364,",0301155149835583",2367
3225,42.3972936942342,",447157774121448",1713
3227,41.8979340000809,"1,30015681730489",491
3230,34.7250686779903,NA,NA
3231,34.7250686779903,"1,17974026694476",622
3232,36.0854973593427,",12537695916043",2242
3233,36.5389547035374,"1,26978636237257",523
3234,37.7757163652412,"1,08578091752734",725
3235,41.8858017108802,"1,06062888985587",753
3237,37.1833417448612,"1,27098684457907",522
3238,35.5091300570874,"1,44591407852809",381
3240,49.7764607381758,NA,NA
3241,49.7764607381758,",175304181610469",2169
3243,49.5330141470027,",179803937039968",2163
3244,53.7006466662663,",216036963004787",2105
3245,49.4678142048257,",132892054404502",2231
3247,52.1894195098888,",227801112640347",2089
3248,51.1577224891333,",841343636638573",1060
3249,55.8773708917584,",238860174302988",2071
3250,49.2221371891463,NA,NA
3251,49.2221371891463,",0575571885240692",2336
3252,50.1414375436839,",222375212910329",2095
3253,52.6454990791726,",506155576578152",1601
3255,55.2079797315496,",377483202165584",1851
3256,55.5871232157521,",183188122482348",2158
3257,54.0669901836897,",510315060738146",1594
3258,51.175905472274,",489361535830665",1634
3260,38.0806028617081,NA,NA
3261,38.0806028617081,"1,15421861855875",642
3262,37.7431965038357,",613024685049118",1419
3263,38.3378621276557,"1,47363798302009",360
3264,40.2378285611828,",899151083354774",962
3265,42.4991382712069,",993299819159672",847
3267,43.1269657735757,",42717097659779",1758
3270,40.7547774224221,NA,NA
3271,40.7547774224221,"1,43872969181652",384
3273,41.7488951650121,"1,30489246196989",487
3274,37.3443330350827,",506665193091001",1599
3280,46.752954318879,NA,NA
3281,46.752954318879,",70965639083076",1250
3284,46.193387049654,",872203954685134",1008
3286,43.5605783588229,",441202260492242",1728
3290,46.9135813554155,NA,NA
3291,46.9135813554155,",152897670337864",2197
3292,50.1242209380966,",950089337706053",895
3293,46.1935001933296,",609773947501535",1423
3295,43.6887221118582,",369060404045647",1867
3297,39.9884555256031,",64704437692267",1352
3299,41.7708960580348,"1,04058250068085",779
3300,42.2435967245113,NA,NA
3301,42.2435967245113,NA,NA
3311,40.1875695627784,"-,0486820734636441",2482
3312,41.1403455147758,",641582175425788",1357
3313,41.4732634102401,"-,674696036792409",2992
3314,41.2929984556603,"-1,32628323755067",3273
3315,43.2203017562252,",825833746929772",1088
3316,41.2972930277898,"1,44610746098106",379
3317,42.3603226430487,"-2,70094937984431",3492
3318,43.3272239170613,"-1,91137683340419",3388
3319,43.2709971713981,",720588362925319",1231
3328,44.8564319549285,",973471897302406",865
3329,44.1779651610525,",160571974639058",2186
3330,40.0588713013127,NA,NA
3331,40.0588713013127,"-,028971820332174",2453
3332,39.1967653313785,"-,757470243919081",3039
3333,40.3417309444594,"-,232869286890533",2672
3334,39.7379989258538,"-,110809975995246",2553
3335,39.323023821766,"1,68620203267043",233
3336,40.0600501189297,NA,NA
3340,36.5536761608348,NA,NA
3341,37.6573049238408,",026449656470198",2376
3342,36.5536761608348,",848907592289144",1052
3343,37.3807177448899,",780990469339493",1156
3344,38.7026274442854,"1,73837447464262",205
3350,39.8088412826997,NA,NA
3351,39.8088412826997,",222048552999043",2096
3352,38.2566097916573,"1,0782833485745",733
3353,39.6063278483518,"-,208867122613126",2644
3354,39.6463976250954,",936366934550576",909
3355,39.0641259978916,"1,24030309579943",563
3356,40.0061591828452,"1,59848841857033",282
3360,41.0140290017351,NA,NA
3361,43.1554680936626,"1,06849701243085",745
3362,42.3646700588017,"-,736390507196844",3030
3363,41.0140290017351,"-,162779069550378",2602
3364,41.2351712754921,NA,NA
3366,39.8004303470094,"1,03756468132242",783
3370,43.4519211590826,NA,NA
3371,43.4519211590826,",329312251425782",1927
3372,45.711054908273,"-,0493393054363343",2483
3373,43.1492099139158,"1,5154726821809",328
3380,43.7596100483903,NA,NA
3381,43.7596100483903,",946729525335927",901
3400,39.1030605786699,NA,NA
3401,39.1030605786699,",759114420971047",1186
3402,40.1879999150385,",235869811010608",2075
3403,38.5384528860089,"1,94137511469754",137
3404,40.0234805841164,"1,53178437989543",314
3405,36.44078479966,",680019110491229",1296
3410,36.6279678956827,NA,NA
3411,36.6279678956827,",772791118759906",1166
3412,39.7461165558996,",973201335902167",866
3413,38.4654532313235,"1,62383445961644",268
3415,31.5015675992662,"1,22969718299888",572
3417,32.8262868054726,"1,01593125237063",813
3420,29.5858104031498,NA,NA
3421,29.5858104031498,",446637415675813",1714
3425,29.6322508051471,"1,94519435342759",136
3430,41.0767082399155,NA,NA
3431,41.0767082399155,"-,206091353831784",2641
3432,42.4042930723662,",577344610339981",1480
3433,43.3853195889479,",550218438854499",1528
3434,42.7557873623575,",406980657437225",1796
3435,40.8417686046423,",842450550194635",1057
3436,40.5984869144546,"1,02091221314089",808
3437,40.4822629614396,"1,02976816053527",795
3438,41.6174530375315,"1,05131352049681",765
3439,43.6772292698053,NA,NA
3440,237.125661286009,NA,NA
3441,27.0636290075653,",989578929276454",851
3442,27.3676676656806,",476095052878503",1659
3443,27.7192779691522,",110567125223603",2260
3444,27.6997927240464,"2,45243049482044",34
3445,27.7541694783169,",924308256349053",927
3446,28.1635041429709,"2,08996804770522",94
3447,28.4027386523752,NA,NA
3448,26.6913805993458,"1,31800829173311",480
3449,26.6413240599474,"1,97069776088434",128
3450,34.6713233798067,NA,NA
3451,34.6713233798067,"1,3519771396141",448
3452,33.8726052542631,"2,11040612599188",88
3453,36.0070161604532,"1,3538055698327",447
3454,36.929498184556,"1,18715826904401",611
3455,32.482422268469,"1,27976301886854",507
3460,29.600069277945,NA,NA
3461,29.600069277945,"1,45264941868923",372
3464,27.2484624565706,"1,13699310722611",661
3465,25.2769815203307,"1,35073753227068",451
3466,25.2158712917706,",740169607706556",1207
3467,27.3764689335044,"1,35144261026808",449
3470,27.0281310532403,NA,NA
3471,27.0281310532403,",934815848333937",911
3474,23.5756504568407,",998766901476183",839
3480,32.2781418544367,NA,NA
3481,32.2781418544367,"1,10998662443594",693
3500,38.9287494229538,NA,NA
3501,38.9287494229538,NA,NA
3502,38.9287494229538,NA,NA
3503,38.9287494229538,NA,NA
3504,38.9287494229538,NA,NA
3505,38.9287494229538,NA,NA
3506,38.9287494229538,NA,NA
3507,38.9287494229538,NA,NA
3508,38.9287494229538,NA,NA
3509,38.9287494229538,NA,NA
3511,41.4579652922708,"1,85527803820903",164
3512,41.5834486338872,"1,81116239223748",178
3513,40.8704428716785,",187919380392891",2152
3514,41.4361284150817,"2,08250853472973",98
3515,41.4820494544704,",786142570271042",1147
3521,40.5551882047554,"1,71998409765153",210
3522,42.0900596245614,",441121663228638",1729
3523,42.3388425375934,",570363880202306",1494
3524,43.3940766039229,",957247800930718",886
3525,42.2401060615043,"-,442340570378837",2849
3526,41.4653632107947,"-,711408200315767",3017
3527,40.0344211385045,"-2,02779352547157",3410
3528,39.8979187421992,NA,NA
3531,40.6711396519834,",782335184392977",1155
3532,39.4297344155794,",978809243332586",859
3533,39.8566532244133,"1,67928830374532",235
3534,38.8611414532195,"1,520369737074",320
3540,40.7854148075404,NA,NA
3541,38.0527312666401,",820628596369976",1093
3542,37.9889852006491,NA,NA
3543,35.8600851223632,"1,67708876673467",236
3544,38.3900888929308,"1,7891509823525",188
3545,38.7072984515728,NA,NA
3546,39.4452962592897,NA,NA
3551,40.5574267354715,",150821696584521",2202
3552,40.7757624966491,"-1,69016358944756",3345
3553,39.5316331356944,"1,03307264519535",788
3554,39.8194213820233,"-,873384506248966",3090
3555,39.2279904819394,"-,625180658524956",2960
3561,41.8424593051499,"-1,20550660455698",3230
3562,41.7010948332431,"-1,77910146619998",3362
3563,40.5592286327432,"-1,48910063350906",3308
3564,40.6226506316259,"-1,51895847260316",3315
3565,39.2687250801338,NA,NA
3566,41.8773095262712,"1,21503072630811",584
3571,41.3532509102142,"1,62996033820011",266
3572,42.1060994772863,"2,05850036664101",104
3573,42.8242938229124,"1,90616295150238",146
3581,42.2738767550734,"2,1111155496458",87
3582,42.5157292229491,"-,599368143773766",2945
3583,43.1019377425556,"2,15997378215456",77
3584,43.596680389671,",560879433412016",1511
3585,43.7487560371621,NA,NA
3600,36.2774919454905,NA,NA
3601,36.2774919454905,",126655745582545",2238
3602,36.9669906627403,"2,09369422739324",91
3603,35.958534405272,"2,5689159326459",24
3604,37.1456740142258,"2,16162498759718",76
3605,34.1940954341993,",077443604253106",2313
3606,35.8099147632486,NA,NA
3607,35.11043781748,"1,27850722557147",510
3608,35.6808367870925,",836786628963626",1067
3611,37.6030654231691,"1,9879103575755",124
3612,38.5455994391984,"2,20721349915282",65
3615,41.4628859583017,"1,33854669434686",462
3620,33.4760420629907,NA,NA
3621,33.4760420629907,",273155947855798",2019
3625,37.6391824598134,"2,75985738779389",15
3626,32.5345724146965,"1,27312515428765",519
3628,30.0289142215154,"1,02557525833295",801
3630,33.7364283144367,NA,NA
3631,33.7364283144367,"2,24249851205876",63
3632,34.6152572876055,",858175666353324",1034
3633,36.012979536316,"1,4881276875843",344
3634,34.1311681816945,"1,85533772334268",163
3640,24.8393230737701,NA,NA
3641,24.8393230737701,",735303956821512",1212
3642,25.0577081072297,"1,20046856824765",600
3643,25.2352360198022,"2,01304510032805",116
3645,29.6687718036847,"1,11134709559184",690
3646,29.4852386912353,",981812366087339",857
3648,27.4442321548832,"1,26706500282381",528
3651,24.4932868498111,NA,NA
3652,25.6173465881057,"1,57541517549858",292
3653,24.4932868498111,NA,NA
3700,49.4780529570347,NA,NA
3701,49.4780529570347,",467653777171357",1674
3702,48.8728648891298,",785382592455419",1149
3703,48.9339380718039,",715262121009381",1238
3704,48.4753071556553,",577511276624291",1478
3705,48.605967391907,",240138577074457",2069
3706,48.2213507860899,"-,437709455931901",2845
3707,49.3705198162945,"1,95557827985928",131
3708,50.8209359868858,",108740782803999",2265
3709,50.8409943462472,",0635251831740537",2328
3710,52.9608320834098,NA,NA
3711,52.7829200021667,"1,45028701572339",374
3712,49.8473649674998,"-,34103227478325",2763
3720,45.8690873664512,NA,NA
3721,45.8690873664512,",310732306288102",1955
3722,46.5930322947019,"1,10091775226337",705
3723,45.4562944344029,"1,5913138177989",284
3730,45.2342481453062,NA,NA
3731,45.2342481453062,"1,07012582573912",742
3732,45.6434988602663,",809532161499354",1110
3734,48.8894897236934,"1,00270512441537",835
3735,48.9613470176948,"2,78738234802953",13
3737,42.8042546010923,"1,93705882395504",138
3738,44.6205428490861,",57832966950665",1476
3739,44.492673513008,"2,19913789603014",68
3740,50.1391613290761,NA,NA
3741,52.336414581046,",463776320672553",1682
3742,52.644609494032,",560251021572111",1513
3743,51.2963647202716,"1,60019610244503",280
3744,50.8632570479234,"1,7929275214048",186
3749,47.572286114114,"1,06479558270189",750
3750,58.8688182526465,NA,NA
3751,58.8688182526465,"1,01495798940188",815
3752,58.354448434195,",473249509391508",1663
3754,55.1635124322148,"1,13549142394728",664
3755,50.2799402672588,"1,26694010894235",529
3760,52.1882773164159,NA,NA
3761,52.1882773164159,"1,63401627629282",265
3762,51.9837954297984,",479227715070176",1654
3763,50.1952440517936,"1,83841432667373",169
3764,52.6477749933188,",147544578308724",2207
3765,51.6519191880333,"-,931225897625511",3114
3766,52.3537527033462,",898016793281486",966
3768,52.7377425043879,"1,98920001878203",122
3769,51.8796045745063,",916079919733982",938
3770,71.3700681693602,NA,NA
3771,71.3700681693602,",108417047134382",2266
3772,70.8161875434927,",382906889952058",1841
3773,72.2510972399944,"1,424917865345",395
3774,75.8594692920741,",517564005774535",1583
3775,82.1918691162278,"1,33550527332994",466
3776,77.6562653038576,",869120131418109",1013
3780,70.2749738321056,NA,NA
3781,70.9943171248173,",393649308024285",1816
3784,66.368376507092,",285550626428334",2001
3785,67.3661724460217,",64407026412956",1354
3790,66.4065608605891,NA,NA
3791,65.0468270268053,",298583677741616",1976
3792,66.4065608605891,NA,NA
3794,65.4273994640099,"1,07715546106862",735
3800,57.6119716770319,NA,NA
3802,57.6119716770319,NA,NA
3811,58.0645864775349,"1,1580556625556",638
3812,57.294273761303,"-,500716426208543",2891
3813,57.7967496385664,",103954786942488",2274
3814,58.7581154983984,"-,892330992591233",3097
3815,58.8163796537931,"-,972682361320554",3133
3816,58.8350443849508,"-,561617082427959",2924
3817,58.2652442788591,"1,02356182129691",802
3818,57.6534136579538,"1,60095164642228",278
3819,55.2996393414923,"1,4497714597423",375
3821,59.5277274620418,NA,NA
3822,59.5515387382654,"1,00744234533756",827
3823,58.3293359351118,"1,35394145903622",446
3824,56.9250337737548,"2,00657903977195",118
3825,59.295458181172,"2,29522575077595",53
3826,60.7777054239721,"2,18244021860866",72
3828,57.1716941521162,"1,40218428596099",408
3829,60.8507888668267,",932409411025981",915
3830,60.9824231059338,NA,NA
3831,61.2122520652126,"1,32721643149928",474
3832,59.6120280411859,"2,09572368783827",90
3833,59.8472858492273,"1,22880688731179",573
3834,60.9475249375652,"1,72409010223457",209
3835,61.9088495351604,"1,42804191070762",391
3836,62.7855199727702,NA,NA
3840,75.8221805444231,NA,NA
3841,75.8221805444231,",445623868908735",1717
3842,75.6854533667013,"-,539387898482202",2913
3843,75.3675520320987,"-,565813441105596",2927
3844,75.1624368025619,",0888150227238914",2295
3845,74.3107498456792,"1,40205372659867",409
3846,76.0687653819562,NA,NA
3847,76.8837909135282,NA,NA
3848,77.5152864621109,"1,13087626582212",670
3849,77.5495557954983,",688710695401633",1281
3850,73.8170531924644,NA,NA
3851,73.8170531924644,",731118115097454",1221
3852,75.1387982497399,"1,14262335520069",657
3853,73.3123079547979,",133053341775784",2230
3860,64.1330763600431,NA,NA
3861,64.4927095064483,",13333505231537",2229
3862,64.7370523889305,",494966833667398",1620
3863,63.5847320365127,"1,53717178122197",311
3864,63.4434980266309,",624619227351888",1389
3868,62.9665828845041,NA,NA
3870,62.7290908374665,NA,NA
3871,62.7290908374665,"1,39485424678683",415
3880,72.1613549464748,NA,NA
3881,72.0980091726194,",578746377606727",1475
3882,72.9061570011965,",881786895104921",993
3886,79.2945904902669,",793788275530406",1138
3888,83.971712322562,",499150417198418",1613
3890,69.1104653054739,NA,NA
3891,70.4265364911772,",392060254197842",1819
3892,70.1562665759454,"1,0976548372979",710
3893,68.8963186005691,"1,66423510608029",244
3894,69.9835274745644,"1,31709877563151",482
3895,69.1526288153612,NA,NA
3896,60.1913638752862,"-1,28482478890136",3260
3897,68.0821272638209,",56316123324419",1507
3898,71.2621724530701,NA,NA
3899,69.1104653054739,NA,NA
3900,70.4519709700099,NA,NA
3901,70.4519709700099,"-2,39100719954974",3461
3902,70.9530393624906,",382303726869693",1844
3903,70.5002876415915,"1,25192922059926",547
3904,69.9390836132068,",102252260798206",2279
3905,69.9390836132068,"-,180191434255509",2615
3906,68.9434342078426,"1,45141869772652",373
3907,72.4791832488414,",623918316580494",1393
3910,73.779774247277,NA,NA
3911,73.779774247277,",389536107962606",1825
3912,72.8030707433632,"1,41343235472062",400
3920,92.0297373746506,NA,NA
3921,67.6527536636547,",454319891700905",1698
3922,67.0699740306432,"1,98494742610373",125
3925,64.3100723426987,",767723574024953",1173
3927,68.7254399075563,"1,09649405538978",713
3930,63.0074139049614,NA,NA
3931,59.9548339324789,",884475098772314",985
3940,54.4169945444173,NA,NA
3941,54.4169945444173,"1,41843772365703",398
3945,56.792427176404,",924161615739674",928
3947,60.4103354628589,",84236067640856",1058
3950,58.1082605526542,NA,NA
3951,58.1082605526542,"1,49467271782947",339
3953,59.7637890369673,"1,83282737802324",172
3956,62.8610005902159,",816483976029803",1096
3958,65.6857619424114,",589878406679494",1459
3959,66.2771512063632,",954867368661057",889
3960,58.9329181601856,NA,NA
3961,59.6085905622935,",620329333642081",1400
3962,58.6186671228812,"1,2100525466646",586
3970,53.7715621414808,NA,NA
3971,53.7715621414808,"1,32399556397462",477
3972,53.3767088738819,",383978347815752",1839
3980,47.7501037236061,NA,NA
3981,47.7501037236061,"1,63963484012214",262
3984,50.154624799904,"1,35577029555845",443
3985,51.1580519966029,"1,48408035527478",350
3989,46.2798022517723,NA,NA
3990,46.4604657103127,NA,NA
3991,46.4604657103127,"1,66243490655241",247
3992,44.8983963139792,"1,48394100507873",351
3993,46.0894312389634,",525447067767047",1567
3994,47.3919819900702,"1,55792045696309",301
3995,46.7386069562532,"-,110956911821291",2556
3997,48.989349379341,"1,45943449382908",368
3998,49.9865063169967,"1,00877523824658",822
3999,45.5113492952158,"1,0050788593127",833
4000,67.6317808749935,NA,NA
4001,68.1384464826662,"-,23038280473854",2667
4002,67.5899791150963,",399527926360389",1807
4003,67.5265849218155,",0810177027581981",2304
4004,67.149089382144,NA,NA
4005,68.4494431870644,"-,535039721263144",2904
4006,67.9548210699074,"-2,29542071724375",3457
4007,67.6907768171052,"1,77860746116712",191
4010,65.4145284847879,NA,NA
4011,65.4145284847879,"1,01887581957004",812
4012,65.0519225563944,"1,13579442087317",663
4013,65.2114832673138,",920420285635453",931
4014,65.7512627592442,",682131875477173",1292
4016,64.2023553941686,NA,NA
4017,65.7921828640085,NA,NA
4020,63.8058205389691,NA,NA
4021,63.8058205389691,",350373393872773",1898
4023,61.5519659807802,"1,02185069167143",806
4024,65.2278508256338,",711424941854321",1247
4030,68.4908239767863,NA,NA
4031,68.4908239767863,",264721648366926",2032
4032,67.5060140198718,"1,01476147735856",816
4033,70.6008031500432,",661089636900508",1330
4040,74.4802530153003,NA,NA
4041,74.4802530153003,",388280405438755",1831
4043,77.6398155022482,",331422566450705",1925
4050,75.0185248309987,NA,NA
4051,75.0185248309987,"-,0213813746512562",2440
4053,72.5613695721846,",616846833516981",1408
4054,71.2212971705737,",803755530721174",1120
4060,68.0810342578545,NA,NA
4061,68.0810342578545,",390617036704461",1823
4062,68.359304458275,NA,NA
4063,67.4939406879398,",672219687126356",1314
4064,68.4380253407062,",613354880127638",1418
4100,52.6303799531329,NA,NA
4101,52.6303799531329,",546364519540322",1534
4102,53.6092570036475,"-,538647609444248",2911
4103,53.4519088021293,"1,65317053318713",251
4104,53.323070869626,NA,NA
4105,52.854261039193,"1,14997323048584",649
4106,51.8327475370847,NA,NA
4107,49.936484421344,"1,90589788281661",147
4110,58.0919692028007,NA,NA
4111,58.0919692028007,"1,54907518702974",304
4112,56.8527947564509,"1,63486092332962",264
4115,59.7861496317596,"1,63561302138145",263
4116,61.3947275091857,",96561543489839",876
4117,63.0623475068216,"1,21610074826779",583
4119,58.4747693944932,",930052829287311",917
4121,48.5537581502722,"1,09755938700975",711
4122,48.9836780839408,"1,40550822131677",405
4124,45.6233936525455,"1,44089493768151",383
4126,43.7695157246128,",755436440912512",1191
4128,41.9844319765688,"1,01959834528798",810
4130,43.9356550359176,NA,NA
4131,43.9356550359176,"-1,00148456354834",3152
4132,43.3107697989211,",89117365050415",975
4133,43.7277758067699,",906347239422111",956
4140,49.4892722082184,NA,NA
4141,49.4892722082184,",37255668215802",1858
4142,49.2017234312694,"-1,69716735955919",3348
4143,49.1364352759858,",0808552242819505",2306
4145,48.9155193581256,"1,01935459458477",811
4147,51.2414870990213,",318339917933688",1938
4151,52.0171525610077,",884812592991842",983
4152,53.3434163830473,",543836745157906",1538
4153,55.0837271645913,",545071889094252",1536
4155,53.5376720479623,",731935442298453",1216
4156,54.5531967802726,",534528457980975",1550
4157,56.3839955432313,",872269428631309",1007
4158,58.7596295969533,"1,29730097372553",492
4161,50.2021675955846,",558936195779097",1516
4163,49.6465995109752,NA,NA
4170,55.9073157551597,NA,NA
4171,55.9073157551597,",458284107495642",1692
4174,58.067962315438,",53272438594307",1554
4175,60.2358050703331,",282899717678621",2008
4176,60.8678142604708,"1,22489169416322",577
4180,62.0566154654534,NA,NA
4181,62.0566154654534,",626497729425412",1386
4182,62.8290688690129,"1,77502973575393",192
4184,64.0741560397883,",964697460602292",879
4185,63.498505637591,",700758246634743",1262
4190,60.0665752224907,NA,NA
4191,60.3340287876681,",553856140900308",1522
4194,61.2501678758446,"1,67692466149143",237
4196,59.0045164178059,",594237025600119",1450
4197,60.2132488946009,",825062091033216",1089
4200,47.8869008713566,NA,NA
4201,48.8029797763125,",4908271985865",1628
4202,48.3111789418467,NA,NA
4203,48.1394051891289,NA,NA
4204,47.1776509607162,"-1,97271756064237",3400
4205,48.0938612938819,"-,420675218556208",2829
4206,48.3085274964074,"-,585052089176605",2936
4207,48.9775507607223,"1,33576595162469",465
4208,50.0354955336622,"-1,83886260683933",3376
4209,45.4011760367408,"1,43629531917052",386
4211,49.5071292823078,"1,28384487581502",504
4212,47.7422434998938,NA,NA
4213,50.2813756413161,"1,33359161492701",467
4214,52.2633329372627,",506341992378371",1600
4221,44.9842710435898,"1,27715217506929",515
4223,43.7602080362872,"1,20648355013585",592
4225,41.7466386962487,"1,20748151034033",589
4230,42.6503594503395,NA,NA
4231,42.6503594503395,",632885660266589",1374
4233,39.7573958605836,"-,310076053656041",2735
4235,38.1975781793969,"1,29073220413651",497
4240,46.9247188373801,NA,NA
4241,46.9247188373801,",21140109598314",2111
4243,44.8111068399248,",853112193524786",1048
4245,45.2734179951894,"1,17032615071549",625
4247,49.5040680421637,"1,52353830374666",319
4250,46.9071120508945,NA,NA
4251,46.9071120508945,",712919334239449",1242
4254,49.1910368919294,"1,2381435050961",567
4255,51.7178564655106,",633014048797557",1373
4260,61.4658893004173,NA,NA
4261,61.4658893004173,",541749925997778",1541
4264,58.7140354619164,",397063875036106",1811
4265,60.508449375564,",270755410862614",2023
4266,60.2898456785813,",957364331887331",885
4267,61.697500182318,",0744924081871301",2318
4268,59.2099490094289,",815250725430754",1098
4269,56.1718095700252,"1,39759538231789",412
4270,46.8065970731818,NA,NA
4271,57.0925545705845,",324853966178229",1933
4273,54.4852209067298,",595858634530368",1446
4280,55.7690629688467,NA,NA
4281,55.7690629688467,",494285353946691",1623
4283,54.3930895617372,",343787016409264",1902
4284,53.7668488113555,",204603084715968",2123
4285,50.9311254671164,",449619144152828",1708
4286,53.1091772349295,",10487673494065",2273
4287,54.4077802842493,NA,NA
4288,53.6614977934756,"1,64366704864562",258
4300,67.3684169473141,NA,NA
4301,67.3684169473141,"-,25683362421755",2695
4302,69.6665438440518,"1,27853235363243",509
4303,66.0190659364941,"2,35515609845172",45
4305,67.7114482492816,",634345758772886",1370
4306,64.5318723028796,",205661350055719",2121
4307,63.7483289733553,"-,730506929704712",3026
4308,61.3897685956475,",809393897832909",1111
4310,61.1454560715607,NA,NA
4311,61.1454560715607,"-,00147464031280839",2414
4315,61.4698907235987,",382749972939259",1843
4316,60.3779881330202,",56721581988578",1497
4317,62.5768980292503,"1,1184606745063",681
4318,60.5733615511569,"-,566916338643029",2929
4321,65.0028217049935,",00864058130619575",2402
4322,62.5686617822305,"-,490761499348839",2886
4323,64.3277160496405,",16333546293013",2181
4325,65.8142625349792,",308451247161181",1959
4326,66.0430640490518,"1,51428392854478",329
4327,66.5787230597222,",474814214557946",1662
4328,70.1088275899062,"1,15325143185655",643
4330,92.021145067594,NA,NA
4331,92.021145067594,",337189029436836",1913
4332,91.3829635305353,"-,291579237845897",2725
4333,91.3408120720151,",947098124223353",900
4334,92.2925970170912,",355136086384488",1887
4335,92.6325407130086,"-1,10381814669136",3187
4336,92.899890541115,"-,200185190886944",2636
4337,92.6456388646937,"-,666199503906628",2985
4338,91.3797214480059,NA,NA
4339,92.2314244946656,",159493716659291",2189
4340,89.5682675292494,NA,NA
4341,89.5682675292494,",385808119869466",1836
4351,85.5228952564352,",410757820183969",1786
4352,87.5256239160348,",919792232973208",933
4353,88.5217206895753,",649948536231609",1349
4354,85.3438825515641,",291580835696133",1989
4356,89.116059839353,",59427781800057",1449
4357,91.8022518799578,",411574536705071",1782
4360,96.5859364027663,NA,NA
4361,96.5859364027663,"-,0627568194165945",2496
4363,92.3054723081963,",86310944993912",1021
4364,91.3960473127542,",560500297357145",1512
4365,94.7286754732649,",448866225274808",1709
4370,95.6530349260871,NA,NA
4371,92.3054723081963,",639336196343761",1362
4373,95.5739011026501,",812361808369698",1105
4374,96.9826002706218,",228884495021317",2086
4380,97.6313168181359,NA,NA
4381,98.4045223254662,"-,370262385379861",2788
4382,98.6418250737847,"-1,42366430312887",3296
4383,98.1416386674238,"-,413568848916052",2821
4384,97.7029860282025,",408177085240256",1795
4385,96.3904227401622,",188481685099491",2149
4386,95.9595012556402,",969978724835681",869
4387,95.491403839294,"1,5556652396106",302
4388,95.4036547894847,"-,229999651681475",2666
4389,92.999978565477,",243156419082007",2062
4400,78.9484463930684,NA,NA
4401,78.9484463930684,",284165634005464",2005
4411,84.7853171693262,",0975231737453514",2285
4413,84.2792298033818,"-,31450739847714",2736
4414,86.2426337848234,",787061021137645",1145
4415,83.7037074938451,",919923043738219",932
4416,83.8287950268831,",127013144815371",2236
4417,84.7009055805142,"-,337897473449316",2758
4421,81.9958388525127,",784900874805601",1150
4423,83.5408503870482,"1,07681588493856",736
4424,77.9954264572943,",23103970369176",2082
4430,86.376700071392,NA,NA
4431,86.376700071392,",129323078333592",2234
4433,89.4593065535786,",585704256085854",1468
4434,89.5204568429987,",629529119837479",1378
4435,91.8990713179582,",961467539119806",882
4436,92.7795596416754,",801233655821374",1126
4437,95.1337719796455,"-,0907519258113849",2529
4438,92.2747534022129,"1,44407432066982",382
4441,91.4996475401257,",558161362371098",1518
4443,87.961227959091,"1,23555262269558",569
4444,85.7673321607427,",465354915165588",1679
4450,87.4822748091706,NA,NA
4451,87.4822748091706,",277842913570256",2014
4453,90.8474803819193,",370336205423186",1863
4454,94.1884484797958,",0146638913481485",2387
4455,90.0693214406282,",795240469326484",1136
4456,87.6092330684799,"-,125631096082129",2569
4458,85.4383748207513,",763089045889266",1179
4460,82.1724053273067,NA,NA
4461,82.1724053273067,"-,305063294803135",2733
4462,82.3709002581326,"-,561645393998298",2925
4463,81.1672503866628,"-,517438720821914",2896
4464,81.0968916138907,"2,24860739955204",61
4465,80.3450958178482,"2,95658906370483",5
4470,14.2087058494125,NA,NA
4471,81.6076921194761,",00371529187602807",2406
4472,83.2871017277176,",924518426857402",926
4474,78.74120817673,",919555371978022",934
4475,79.117289921301,",691031582535959",1277
4481,82.2816174154054,",907348906907799",955
4482,82.4281040373437,NA,NA
4484,80.0217499829591,",163042187369453",2182
4485,76.1161226406809,",699182167348941",1264
4486,74.2670321570156,"-,521399357220737",2898
4490,79.6394627300005,NA,NA
4491,79.6394627300005,",116335445258079",2253
4493,81.9681343699558,",699930070667749",1263
4494,80.1915418362012,"-,379101928951673",2800
4500,112.299024162097,NA,NA
4501,112.299024162097,"-,614105094548386",2955
4503,106.735180176843,"-,149878847031719",2591
4504,108.247196015154,"-,867918459398672",3088
4505,112.259224915332,"-,825501044425377",3077
4506,111.405178638281,",447351205840982",1712
4507,107.088846223606,"-,182438364904544",2619
4508,110.558682743416,",584618314199198",1470
4510,104.149979093359,NA,NA
4511,103.327689891235,"-,249496157798357",2687
4513,101.967955417902,"-,0909537154433395",2530
4515,108.043367315515,"-,0428106094355162",2477
4520,105.466964078839,NA,NA
4521,105.466964078839,",463349449992662",1683
4522,106.578010467934,NA,NA
4524,117.419077827648,"-1,00164009693812",3155
4525,114.163229693151,"-1,04568889050998",3172
4527,118.554019659475,"-,418607333744993",2826
4528,117.259476308958,"1,11586981780735",682
4529,121.135602215992,"-1,02625395492441",3167
4530,100.791858878419,NA,NA
4531,100.791858878419,"-2,60983372186758",3484
4532,100.652750215636,"-,743368994841155",3033
4533,100.077742491781,"2,04108664455348",110
4535,101.240407656188,"1,09818639992351",707
4536,101.520138195824,"-1,91952702687343",3391
4537,100.632025352286,"-,734983502985249",3029
4538,100.758661730629,NA,NA
4539,103.057297286467,NA,NA
